TargetRPS,ActualRPS,HoodPosition,DistanceMM,Quality,Timestamp
37.18,37.86,0.800,2158.4,Good,1764396516158
34.00,35.00,0.800,1862.9,Good,1764396526058
33.50,33.57,0.800,1747.3,Good,1764396538083
33.08,34.29,0.800,1622.3,Good,1764396551853
34.18,35.71,0.800,1880.7,Good,1764396570832
33.45,34.29,0.800,1586.1,Bad - Overshot,1764396583828
34.28,34.29,0.800,1890.4,Good,1764396601148
35.00,34.29,0.800,2034.2,Good,1764396613941
30.70,30.71,0.800,1109.4,Good,1764396624031
