TargetRPS,ActualRPS,HoodPosition,DistanceMM,Quality,Timestamp
35.90,35.71,0.800,2106.6,Good,1764452378942
34.05,35.71,0.800,1911.6,Good,1764452390780
33.21,33.57,0.800,1578.5,Good,1764452402481
46.60,47.86,0.800,4723.1,Good,1764452419900
46.60,47.86,0.800,3672.1,Good,1764452433000
46.60,46.43,0.800,5025.3,Bad - Undershot,1764452459719
46.60,47.86,0.800,9551.6,Good,1764452478233
