TargetRPS,ActualRPS,HoodPosition,DistanceMM,Quality,Timestamp
33.50,35.00,0.800,1667.7,Good,1764397186736
37.01,37.14,0.800,2151.8,Good,1764397199219
31.25,32.14,0.800,1298.4,Good,1764397208396
38.16,39.29,0.800,2247.0,Good,1764397220987
33.50,35.00,0.800,1732.0,Good,1764397236523
32.84,33.57,0.800,1380.8,Bad - Overshot,1764397247878
37.85,38.57,0.800,2185.6,Good,1764397261465
30.86,32.14,0.800,1315.5,Good,1764397271107
33.60,35.00,0.800,1560.9,Good,1764397282633
