TargetRPS,ActualRPS,HoodPosition,DistanceMM,Quality,Timestamp
0.00,0.00,0.000,-1.0,Good,1764309663366
0.00,0.00,0.000,-1.0,Bad - Undershot,1764309685053
0.00,0.00,0.000,-1.0,Good,1764309737569
