CurrentRPS,CurrentPower,CurrentVoltage,DistanceToTargetMM
0.00,0.00,12.71,3565.04
0.00,0.00,12.72,3565.04
0.00,0.00,12.72,3565.04
0.00,0.00,12.71,3565.04
0.00,0.00,12.72,3565.04
0.00,0.00,12.72,3565.04
0.00,0.00,12.71,3565.04
0.00,0.00,12.71,3565.04
0.00,0.00,12.72,3565.04
0.00,0.00,12.72,3565.04
0.00,0.00,12.72,3565.04
0.00,0.00,12.72,3565.04
0.00,0.00,12.72,3565.04
0.00,0.00,12.72,3565.04
0.00,0.00,12.72,3565.04
0.00,0.00,12.72,3565.04
0.00,0.00,12.72,3565.04
0.00,0.00,12.72,3565.04
0.00,0.00,12.72,3565.04
0.00,0.00,12.72,3565.04
0.00,0.00,12.72,3565.04
0.00,0.00,12.72,3565.04
0.00,0.01,12.72,3565.04
0.00,0.02,12.72,3565.04
0.00,0.02,12.72,3565.04
0.00,0.02,12.72,3565.04
0.00,0.02,12.72,3565.04
0.00,0.02,12.71,3565.05
0.00,0.02,12.72,3565.05
0.00,0.02,12.72,3565.05
0.00,0.02,12.71,3565.05
0.00,0.02,12.71,3565.05
0.00,0.02,12.72,3565.05
0.00,0.02,12.72,3565.04
0.00,0.07,12.71,3565.04
0.00,0.12,12.72,3565.05
0.00,0.12,12.72,3565.04
0.00,0.17,12.72,3565.04
0.00,0.17,12.72,3565.05
0.00,0.22,12.71,3565.05
0.00,0.22,12.72,3565.05
0.00,0.27,12.72,3565.05
0.00,0.27,12.72,3565.04
0.00,0.27,12.72,3565.04
0.00,0.32,12.72,3565.05
0.00,0.32,12.72,3565.04
0.00,0.32,12.72,3565.04
0.00,0.37,12.72,3565.04
0.00,0.37,12.72,3565.04
0.00,0.37,12.72,3565.04
0.00,0.42,12.72,3565.04
0.00,0.47,12.72,3565.04
0.00,0.47,12.72,3565.04
0.00,0.52,12.72,3565.04
0.00,0.57,12.72,3565.04
0.00,0.57,12.72,3565.04
0.00,0.57,12.72,3565.04
0.00,0.62,12.72,3565.04
0.00,0.62,12.72,3565.04
0.00,0.67,12.72,3565.04
0.00,0.67,12.72,3565.04
0.00,0.67,12.72,3565.04
0.00,0.72,12.72,3565.04
0.00,0.77,12.71,3565.04
0.00,0.77,12.72,3565.04
0.00,0.77,12.71,3565.04
0.00,0.82,12.71,3565.04
0.00,0.87,12.72,3565.04
0.00,0.87,12.72,3565.04
0.00,0.87,12.72,3565.04
0.00,0.92,12.72,3565.04
0.00,0.97,12.71,3565.04
0.00,0.97,12.71,3565.04
0.00,1.00,12.72,3565.04
0.00,1.00,12.71,3565.04
0.00,1.00,12.72,3565.04
0.00,1.00,12.72,3565.04
0.00,1.00,12.72,3565.04
0.00,1.00,12.71,3565.04
0.00,1.00,12.71,3565.04
0.00,1.00,12.72,3565.04
0.00,1.00,12.72,3565.04
0.00,1.00,12.72,3565.04
0.00,1.00,12.72,3565.04
0.00,1.00,12.72,3565.04
0.00,1.00,12.71,3565.04
0.00,1.00,12.71,3565.04
0.00,1.00,12.72,3565.04
0.00,1.00,12.72,3565.04
0.00,1.00,12.72,3565.04
0.00,1.00,12.71,3565.04
0.00,1.00,12.72,3565.04
0.00,1.00,12.72,3565.04
0.00,1.00,12.72,3565.04
0.00,1.00,12.72,3565.04
0.00,1.00,12.72,3565.04
0.00,1.00,12.72,3565.04
0.00,1.00,12.72,3565.04
0.00,1.00,12.71,3565.04
0.00,1.00,12.71,3565.04
0.00,1.00,12.72,3565.04
0.00,1.00,12.71,3565.04
0.00,1.00,12.71,3565.04
0.00,1.00,12.72,3565.04
0.00,1.00,12.72,3565.04
0.00,1.00,12.72,3565.04
0.00,1.00,12.71,3565.04
0.00,0.95,12.72,3565.04
0.00,0.95,12.71,3565.04
0.00,0.95,12.72,3565.04
0.00,0.95,12.72,3565.04
0.00,0.90,12.72,3565.04
0.00,0.85,12.72,3565.04
0.00,0.85,12.71,3565.04
0.00,0.85,12.71,3565.04
0.00,0.80,12.71,3565.04
0.00,0.75,12.72,3565.04
0.00,0.75,12.72,3565.04
0.00,0.75,12.71,3565.04
0.00,0.70,12.72,3565.04
0.00,0.70,12.71,3565.04
0.00,0.70,12.72,3565.04
0.00,0.70,12.71,3565.04
0.00,0.70,12.72,3565.04
0.00,0.70,12.72,3565.04
0.00,0.70,12.72,3565.04
0.00,0.65,12.72,3565.04
0.00,0.65,12.72,3565.04
0.00,0.65,12.71,3565.04
0.00,0.65,12.71,3565.04
0.00,0.65,12.71,3565.04
0.00,0.65,12.71,3565.04
0.00,0.65,12.72,3565.04
0.00,0.65,12.71,3565.04
0.00,0.60,12.71,3565.04
0.00,0.55,12.71,3565.04
0.00,0.55,12.71,3565.04
0.00,0.55,12.71,3565.04
0.00,0.55,12.71,3565.04
0.00,0.55,12.71,3565.04
0.00,0.55,12.71,3565.04
0.00,0.55,12.71,3565.04
0.00,0.50,12.71,3565.04
0.00,0.50,12.71,3565.04
0.00,0.50,12.72,3565.04
0.00,0.50,12.72,3565.04
0.00,0.50,12.71,3565.04
0.00,0.50,12.72,3565.04
0.00,0.50,12.72,3565.04
0.00,0.50,12.72,3565.04
0.00,0.50,12.71,3565.04
0.00,0.50,12.72,3565.04
0.00,0.50,12.71,3565.04
0.00,0.45,12.71,3565.04
0.00,0.45,12.71,3565.04
0.00,0.45,12.72,3565.04
0.00,0.45,12.72,3565.04
0.00,0.45,12.72,3565.04
0.00,0.45,12.71,3565.04
0.00,0.45,12.72,3565.04
0.00,0.45,12.72,3565.04
0.00,0.45,12.71,3565.04
0.00,0.45,12.71,3565.04
0.00,0.45,12.72,3565.04
0.00,0.45,12.72,3565.04
0.00,0.45,12.71,3565.04
0.00,0.45,12.71,3565.04
0.00,0.45,12.72,3565.04
0.00,0.45,12.71,3565.04
0.00,0.45,12.71,3565.04
0.00,0.45,12.71,3565.04
0.00,0.45,12.71,3565.04
0.00,0.45,12.72,3565.04
0.00,0.45,12.72,3565.04
0.00,0.45,12.71,3565.04
0.00,0.45,12.71,3565.04
0.00,0.45,12.72,3565.04
0.00,0.45,12.72,3565.04
0.00,0.45,12.71,3565.04
0.00,0.45,12.72,3565.04
0.00,0.45,12.72,3565.04
0.00,0.45,12.71,3565.04
0.00,0.45,12.71,3565.04
0.00,0.45,12.71,3565.04
0.00,0.45,12.71,3565.04
0.00,0.45,12.71,3565.04
0.00,0.45,12.71,3565.04
0.00,0.45,12.71,3565.04
0.00,0.45,12.71,3565.04
0.00,0.45,12.72,3565.04
0.00,0.45,12.72,3565.04
0.00,0.45,12.72,3565.04
0.00,0.45,12.71,3565.04
0.00,0.45,12.72,3565.04
0.00,0.45,12.72,3565.04
0.00,0.45,12.72,3565.04
0.00,0.45,12.72,3565.04
0.00,0.45,12.72,3565.04
0.00,0.45,12.71,3565.04
0.00,0.44,12.72,3565.04
0.00,0.43,12.72,3565.04
0.00,0.43,12.72,3565.04
0.00,0.43,12.71,3565.04
0.00,0.43,12.72,3565.04
0.00,0.43,12.72,3565.04
0.00,0.43,12.72,3565.04
0.00,0.43,12.71,3565.04
0.00,0.43,12.72,3565.04
0.00,0.43,12.72,3565.04
0.00,0.43,12.72,3565.04
0.00,0.43,12.71,3565.04
0.00,0.43,12.72,3565.04
0.00,0.43,12.72,3565.04
0.00,0.43,12.72,3565.04
0.00,0.43,12.71,3565.04
0.00,0.43,12.72,3565.04
0.00,0.43,12.72,3565.04
0.00,0.43,12.72,3565.04
0.00,0.43,12.72,3565.04
0.00,0.43,12.72,3565.04
0.00,0.43,12.72,3565.04
0.00,0.43,12.72,3565.04
0.00,0.43,12.71,3565.04
0.00,0.43,12.71,3565.04
0.00,0.43,12.72,3565.04
0.00,0.43,12.72,3565.04
0.00,0.43,12.72,3565.04
0.00,0.43,12.72,3565.04
0.00,0.43,12.72,3565.04
0.00,0.43,12.72,3565.04
0.00,0.43,12.72,3565.04
0.00,0.43,12.71,3565.04
0.00,0.44,12.72,3565.04
0.00,0.45,12.72,3565.04
0.00,0.45,12.72,3565.05
0.00,0.45,12.71,3565.05
0.00,0.45,12.71,3565.05
0.00,0.45,12.72,3565.05
0.00,0.45,12.71,3565.05
0.00,0.45,12.72,3565.05
0.00,0.45,12.72,3565.05
0.00,0.46,12.71,3565.05
0.00,0.47,12.72,3565.05
0.00,0.47,12.71,3565.05
0.00,0.47,12.72,3565.05
0.00,0.47,12.72,3565.05
0.00,0.47,12.71,3565.05
0.00,0.47,12.71,3565.05
0.00,0.47,12.72,3565.05
0.00,0.47,12.72,3565.05
0.00,0.47,12.72,3565.05
0.00,0.47,12.71,3565.05
0.00,0.47,12.72,3565.05
0.00,0.47,12.72,3565.05
0.00,0.47,12.72,3565.05
0.00,0.47,12.71,3565.05
0.00,0.47,12.72,3565.05
0.00,0.47,12.71,3565.05
0.00,0.47,12.71,3565.05
0.00,0.47,12.71,3565.05
0.00,0.47,12.72,3565.05
0.00,0.47,12.71,3565.05
0.00,0.47,12.72,3565.05
0.00,0.47,12.72,3565.05
0.00,0.47,12.71,3565.05
0.00,0.47,12.71,3565.05
0.00,0.47,12.72,3565.06
0.00,0.47,12.72,3565.06
0.00,0.47,12.71,3565.05
0.00,0.47,12.72,3565.05
0.00,0.47,12.72,3565.06
0.00,0.47,12.71,3565.06
0.00,0.47,12.72,3565.06
0.00,0.47,12.72,3565.06
0.00,0.47,12.72,3565.06
0.00,0.47,12.72,3565.06
0.00,0.47,12.71,3565.06
0.00,0.47,12.71,3565.06
0.00,0.47,12.72,3565.06
0.00,0.47,12.72,3565.06
0.00,0.47,12.71,3565.06
0.00,0.47,12.72,3565.06
0.00,0.47,12.72,3565.06
0.00,0.47,12.72,3565.06
0.00,0.47,12.71,3565.06
0.00,0.47,12.71,3565.06
0.00,0.47,12.72,3565.06
0.00,0.47,12.71,3565.06
0.00,0.47,12.71,3565.06
0.00,0.47,12.72,3565.06
0.00,0.47,12.72,3565.06
0.00,0.47,12.71,3565.06
0.00,0.47,12.71,3565.06
0.00,0.47,12.71,3565.06
0.00,0.47,12.72,3565.06
0.00,0.47,12.71,3565.06
0.00,0.47,12.71,3565.06
0.00,0.47,12.72,3565.06
0.00,0.47,12.71,3565.06
0.00,0.47,12.72,3565.06
0.00,0.47,12.71,3565.06
0.00,0.47,12.72,3565.06
0.00,0.47,12.71,3565.06
0.00,0.47,12.72,3565.06
0.00,0.47,12.71,3565.06
0.00,0.47,12.72,3565.06
0.00,0.47,12.72,3565.06
0.00,0.47,12.71,3565.06
0.00,0.47,12.71,3565.06
0.00,0.47,12.72,3565.06
0.00,0.47,12.72,3565.06
0.00,0.47,12.72,3565.06
0.00,0.47,12.71,3565.06
0.00,0.47,12.71,3565.06
0.00,0.47,12.72,3565.06
0.00,0.47,12.71,3565.06
0.00,0.47,12.71,3565.06
0.00,0.47,12.71,3565.06
0.00,0.47,12.71,3565.06
0.00,0.47,12.72,3565.06
0.00,0.47,12.71,3565.06
0.00,0.47,12.72,3565.06
0.00,0.47,12.71,3565.06
0.00,0.47,12.72,3565.06
0.00,0.47,12.71,3565.06
0.00,0.47,12.71,3565.06
0.00,0.47,12.71,3565.06
0.00,0.47,12.71,3565.06
0.00,0.47,12.72,3565.06
0.00,0.47,12.72,3565.06
0.00,0.47,12.71,3565.07
0.00,0.47,12.72,3565.07
0.00,0.47,12.72,3565.07
0.00,0.47,12.71,3565.07
0.00,0.47,12.71,3565.07
0.00,0.47,12.72,3565.07
0.00,0.47,12.71,3565.07
0.00,0.47,12.71,3565.07
0.00,0.47,12.72,3565.07
0.00,0.47,12.72,3565.07
0.00,0.47,12.72,3565.07
0.00,0.47,12.71,3565.07
0.00,0.47,12.71,3565.07
0.00,0.47,12.72,3565.07
0.00,0.47,12.72,3565.07
0.00,0.47,12.71,3565.07
0.00,0.47,12.71,3565.07
0.00,0.47,12.72,3565.07
0.00,0.47,12.72,3565.07
0.00,0.47,12.71,3565.07
0.00,0.47,12.72,3565.07
0.00,0.47,12.71,3565.07
0.00,0.47,12.71,3565.07
0.00,0.47,12.71,3565.07
0.00,0.47,12.71,3565.07
0.00,0.47,12.71,3565.07
0.00,0.47,12.72,3565.07
0.00,0.47,12.72,3565.07
0.00,0.47,11.42,3565.07
0.00,0.47,11.83,3565.07
0.00,0.47,11.81,3565.11
0.00,0.47,11.85,3565.11
0.00,0.47,12.04,3565.08
0.00,0.47,12.67,3565.08
0.00,0.47,12.67,3565.08
0.00,0.47,12.70,3565.07
0.00,0.47,12.71,3565.08
0.00,0.47,11.45,3565.08
0.00,0.47,11.93,3565.08
0.00,0.47,11.98,3565.11
0.00,0.47,12.59,3565.08
0.00,0.47,12.69,3565.08
0.00,0.47,12.70,3565.08
0.00,0.47,12.71,3565.07
0.00,0.47,12.70,3565.08
0.00,0.47,12.71,3565.08
0.00,0.47,12.71,3565.08
0.00,0.47,12.71,3565.08
0.00,0.47,12.71,3565.08
0.00,0.47,12.71,3565.08
0.00,0.47,12.71,3565.08
0.00,0.47,12.71,3565.08
0.00,0.47,12.71,3565.08
0.00,0.47,12.71,3565.08
0.00,0.47,12.71,3565.08
0.00,0.47,12.71,3565.08
0.00,0.47,12.71,3565.08
0.00,0.47,12.70,3565.08
0.00,0.47,12.71,3565.08
0.00,0.47,12.71,3565.08
0.00,0.47,12.71,3565.08
0.00,0.47,12.71,3565.08
0.00,0.47,12.72,3565.08
0.00,0.47,12.72,3565.08
0.00,0.47,12.71,3565.08
0.00,0.47,12.71,3565.08
0.00,0.47,12.71,3565.08
0.00,0.47,12.72,3565.08
0.00,0.47,12.72,3565.08
0.00,0.47,12.71,3565.08
0.00,0.47,12.71,3565.08
0.00,0.47,12.72,3565.08
0.00,0.47,12.71,3565.08
0.00,0.47,12.72,3565.08
0.00,0.47,12.72,3565.08
0.00,0.47,12.72,3565.08
0.00,0.47,12.71,3565.08
0.00,0.47,12.71,3565.08
0.00,0.47,12.72,3565.08
0.00,0.47,12.72,3565.08
0.00,0.47,12.72,3565.08
0.00,0.47,12.72,3565.08
0.00,0.47,12.72,3565.08
0.00,0.47,12.72,3565.08
0.00,0.47,12.72,3565.08
0.00,0.47,12.72,3565.08
0.00,0.47,12.72,3565.08
0.00,0.47,11.60,3565.08
0.00,0.47,11.98,3565.09
0.00,0.47,12.03,3565.12
0.00,0.47,11.98,3565.08
0.00,0.47,12.31,3565.08
0.00,0.47,12.69,3565.08
0.00,0.47,12.70,3565.08
0.00,0.47,12.67,3565.08
0.00,0.47,12.67,3565.08
0.00,0.47,12.70,3565.08
0.00,0.47,12.71,3565.08
0.00,0.47,12.71,3565.08
0.00,0.47,12.71,3565.08
0.00,0.47,12.71,3565.08
0.00,0.47,12.71,3565.08
0.00,0.47,12.70,3565.08
0.00,0.47,12.71,3565.08
0.00,0.47,11.49,3565.08
0.00,0.47,11.93,3565.09
0.00,0.47,12.00,3565.12
0.00,0.47,12.02,3565.08
0.00,0.47,12.66,3565.08
0.00,0.47,12.70,3565.08
0.00,0.47,12.70,3565.08
0.00,0.47,12.70,3565.08
0.00,0.47,11.55,3565.08
0.00,0.47,11.95,3565.08
0.00,0.47,12.00,3565.11
0.00,0.47,11.98,3565.08
0.00,0.47,12.66,3565.08
0.00,0.47,12.69,3565.08
0.00,0.47,12.69,3565.08
0.00,0.47,12.69,3565.08
0.00,0.47,11.65,3565.08
0.00,0.47,11.87,3565.09
0.00,0.47,11.99,3565.12
0.00,0.47,11.98,3565.12
0.00,0.47,12.07,3565.08
0.00,0.47,12.68,3565.08
0.00,0.47,12.69,3565.08
0.00,0.47,12.69,3565.08
0.00,0.47,12.69,3565.08
0.00,0.47,11.55,3565.08
0.00,0.47,11.86,3565.08
0.00,0.47,12.01,3565.12
0.00,0.47,11.96,3565.12
0.00,0.47,12.01,3565.12
0.00,0.47,12.12,3565.08
0.00,0.47,12.67,3565.08
0.00,0.47,12.66,3565.08
0.00,0.47,12.66,3565.08
0.00,0.47,12.68,3565.08
0.00,0.47,12.69,3565.08
0.00,0.47,12.69,3565.08
0.00,0.47,12.69,3565.08
0.00,0.47,12.70,3565.08
0.00,0.47,12.69,3565.08
0.00,0.47,12.70,3565.08
0.00,0.47,12.69,3565.08
0.00,0.47,12.69,3565.08
0.00,0.47,12.70,3565.08
0.00,0.47,12.70,3565.08
0.00,0.47,12.70,3565.08
0.00,0.47,12.70,3565.08
0.00,0.47,12.70,3565.08
0.00,0.47,12.70,3565.09
0.00,0.47,12.70,3565.09
0.00,0.47,12.69,3565.09
0.00,0.47,12.70,3565.09
0.00,0.47,12.70,3565.09
0.00,0.47,12.70,3565.09
0.00,0.47,12.70,3565.09
0.00,0.47,12.70,3565.09
0.00,0.47,12.70,3565.08
0.00,0.47,12.69,3565.08
0.00,0.47,12.70,3565.08
0.00,0.47,12.70,3565.08
0.00,0.47,12.70,3565.08
0.00,0.47,12.70,3565.08
0.00,0.47,12.70,3565.08
0.00,0.47,12.70,3565.09
0.00,0.47,12.70,3565.09
0.00,0.47,12.70,3565.09
0.00,0.47,12.70,3565.09
0.00,0.47,12.70,3565.09
0.00,0.47,12.70,3565.09
0.00,0.47,12.70,3565.09
0.00,0.47,12.70,3565.09
0.00,0.47,12.70,3565.09
0.00,0.47,12.71,3565.09
0.00,0.47,12.70,3565.09
0.00,0.47,12.71,3565.09
0.00,0.47,12.71,3565.09
0.00,0.47,12.71,3565.09
0.00,0.47,12.70,3565.09
0.00,0.47,12.71,3565.09
0.00,0.47,12.71,3565.09
0.00,0.47,12.70,3565.09
0.00,0.47,12.71,3565.09
0.00,0.47,12.71,3565.09
0.00,0.47,12.70,3565.09
0.00,0.47,12.71,3565.09
0.00,0.47,12.71,3565.09
0.00,0.47,12.71,3565.09
0.00,0.47,12.71,3565.09
0.00,0.47,12.70,3565.09
0.00,0.47,12.70,3565.09
0.00,0.47,12.70,3565.09
0.00,0.47,12.70,3565.09
0.00,0.47,12.71,3565.09
0.00,0.47,12.70,3565.09
0.00,0.47,12.70,3565.09
0.00,0.47,12.71,3565.09
0.00,0.47,12.70,3565.09
0.00,0.47,12.71,3565.09
0.00,0.47,12.70,3565.09
0.00,0.47,12.70,3565.09
0.00,0.47,12.71,3565.09
0.00,0.47,12.71,3565.09
0.00,0.47,12.71,3565.09
0.00,0.47,12.70,3565.09
0.00,0.47,12.71,3565.09
0.00,0.47,12.70,3565.09
0.00,0.47,12.71,3565.09
0.00,0.47,12.70,3565.09
0.00,0.47,12.70,3565.09
0.00,0.47,12.71,3565.09
0.00,0.47,12.71,3565.09
0.00,0.47,12.70,3565.09
0.00,0.47,12.70,3565.09
0.00,0.47,12.71,3565.09
0.00,0.47,12.70,3565.09
0.00,0.47,12.69,3565.09
0.00,0.47,12.70,3565.09
0.00,0.47,12.71,3565.09
0.00,0.47,12.71,3565.09
0.00,0.47,12.71,3565.09
0.00,0.47,12.71,3565.09
0.00,0.47,12.71,3565.09
0.00,0.47,12.71,3565.09
0.00,0.47,12.70,3565.09
0.00,0.47,12.71,3565.09
0.00,0.47,12.71,3565.09
0.00,0.47,12.71,3565.10
0.00,0.47,12.71,3565.09
0.00,0.47,12.70,3565.10
0.00,0.47,12.71,3565.10
0.00,0.47,12.71,3565.10
0.00,0.47,12.71,3565.10
0.00,0.47,12.71,3565.10
0.00,0.47,12.71,3565.10
0.00,0.47,12.71,3565.10
0.00,0.47,12.71,3565.10
0.00,0.47,12.71,3565.10
0.00,0.47,12.71,3565.10
0.00,0.47,12.71,3565.10
0.00,0.47,12.71,3565.10
0.00,0.47,12.71,3565.10
0.00,0.47,12.71,3565.10
0.00,0.47,12.71,3565.10
0.00,0.47,12.71,3565.10
0.00,0.47,12.70,3565.10
0.00,0.47,12.71,3565.10
0.00,0.47,12.71,3565.10
0.00,0.47,12.71,3565.10
0.00,0.47,12.70,3565.10
0.00,0.47,12.71,3565.10
0.00,0.47,12.71,3565.10
0.00,0.47,12.71,3565.10
0.00,0.47,12.71,3565.10
0.00,0.47,12.71,3565.10
0.00,0.47,12.71,3565.10
0.00,0.47,12.71,3565.10
0.00,0.47,12.71,3565.10
0.00,0.47,12.70,3565.10
0.00,0.47,12.71,3565.10
0.00,0.47,12.71,3565.10
0.00,0.47,12.71,3565.10
0.00,0.47,12.71,3565.10
0.00,0.47,12.71,3565.10
0.00,0.47,12.71,3565.10
0.00,0.47,12.71,3565.10
0.00,0.47,12.70,3565.10
0.00,0.47,12.70,3565.10
0.00,0.47,12.71,3565.10
0.00,0.47,12.71,3565.10
0.00,0.47,12.71,3565.11
0.00,0.47,12.71,3565.11
0.00,0.47,12.71,3565.11
0.00,0.47,12.71,3565.11
0.00,0.47,12.71,3565.11
0.00,0.47,12.70,3565.11
0.00,0.47,12.71,3565.11
0.00,0.47,12.71,3565.11
0.00,0.47,12.70,3565.11
0.00,0.47,12.70,3565.11
0.00,0.47,12.71,3565.11
0.00,0.47,12.71,3565.11
0.00,0.47,12.71,3565.11
0.00,0.47,12.70,3565.11
0.00,0.47,12.71,3565.11
0.00,0.47,12.71,3565.11
0.00,0.47,12.71,3565.11
0.00,0.47,12.71,3565.11
0.00,0.47,12.71,3565.11
0.00,0.47,12.71,3565.11
0.00,0.47,12.71,3565.11
0.00,0.47,12.71,3565.11
0.00,0.47,12.71,3565.11
0.00,0.47,12.70,3565.11
0.00,0.47,12.70,3565.11
0.00,0.47,12.71,3565.11
0.00,0.47,12.71,3565.11
0.00,0.47,12.71,3565.11
0.00,0.47,12.71,3565.11
0.00,0.47,12.71,3565.11
0.00,0.47,12.71,3565.11
0.00,0.47,12.71,3565.11
0.00,0.47,12.71,3565.11
0.00,0.47,12.71,3565.11
0.00,0.47,12.70,3565.11
0.00,0.47,12.71,3565.11
0.00,0.47,12.71,3565.11
0.00,0.47,12.71,3565.11
0.00,0.47,12.71,3565.11
0.00,0.47,12.70,3565.11
0.00,0.47,12.71,3565.11
0.00,0.47,12.71,3565.11
0.00,0.47,12.71,3565.11
0.00,0.47,12.71,3565.11
0.00,0.47,12.71,3565.11
0.00,0.47,12.71,3565.11
0.00,0.47,12.71,3565.11
0.00,0.47,12.70,3565.11
0.00,0.47,12.71,3565.11
0.00,0.47,12.71,3565.11
0.00,0.47,12.71,3565.11
0.00,0.47,12.71,3565.11
0.00,0.47,12.71,3565.11
0.00,0.47,12.71,3565.11
0.00,0.47,12.71,3565.11
0.00,0.47,12.70,3565.11
0.00,0.47,12.71,3565.11
0.00,0.47,12.71,3565.11
0.00,0.47,12.71,3565.11
0.00,0.47,12.71,3565.11
0.00,0.47,12.71,3565.11
0.00,0.47,12.71,3565.11
0.00,0.47,12.71,3565.12
0.00,0.47,12.70,3565.12
0.00,0.47,12.71,3565.12
0.00,0.47,12.71,3565.12
0.00,0.47,12.71,3565.12
0.00,0.47,12.70,3565.12
0.00,0.47,12.71,3565.12
0.00,0.47,12.71,3565.12
0.00,0.47,12.71,3565.12
0.00,0.47,12.71,3565.12
0.00,0.47,12.71,3565.12
0.00,0.47,12.71,3565.12
0.00,0.47,12.71,3565.12
