TargetRPS,ActualRPS,HoodPosition,DistanceMM,Quality,Timestamp
46.50,46.43,0.800,3445.8,Bad - Overshot,1764385999565
34.55,35.71,0.800,1981.1,Bad - Overshot,1764386014202
35.49,35.71,0.800,2090.0,Good,1764386025682
35.17,35.71,0.800,2077.0,Good,1764386038811
38.15,39.29,0.800,2244.7,Bad - Overshot,1764386052888
32.62,33.57,0.800,1368.6,Good,1764386064280
40.75,42.14,0.800,2376.1,Bad - Overshot,1764386075186
38.18,39.29,0.800,2250.8,Good,1764386088227
37.26,37.14,0.800,2161.9,Good,1764386111584
