TargetRPS,ActualRPS,HoodPosition,DistanceMM,Quality,Timestamp
38.14,37.14,0.800,2241.5,Good,1764453335442
41.12,41.43,0.800,2461.2,Good,1764453350786
45.79,45.71,0.800,3263.0,Bad - Overshot,1764453380799
46.60,47.14,0.800,5523.9,Good,1764453391579
46.60,47.86,0.800,4984.5,Good,1764453402028
46.60,46.43,0.800,5107.3,Good,1764453406262
46.60,47.14,0.800,7577.8,Good,1764453429658
