TargetRPS,ActualRPS,HoodPosition,DistanceMM,Quality,Timestamp
38.39,37.86,0.800,2292.8,Good,1764467068806
37.60,37.14,0.800,2175.5,Good,1764467082033
33.86,34.29,0.800,1896.2,Good,1764467093540
36.03,36.43,0.800,2112.0,Good,1764467107156
32.69,32.14,0.800,1416.6,Good,1764467124170
32.19,32.14,0.800,1692.7,Good,1764467132560
36.91,36.43,0.800,2147.7,Good,1764467145574
34.21,33.57,0.800,1530.6,Good,1764467162432
