TargetRPS,ActualRPS,HoodPosition,DistanceMM,Quality,Timestamp
46.33,46.43,0.800,3456.2,Good,1764451002650
38.38,39.29,0.800,2291.2,Good,1764451013904
46.60,45.71,0.800,3642.1,Good,1764451031506
45.02,44.29,0.800,3195.8,Good,1764451050414
44.09,44.29,0.800,3101.7,Good,1764451054129
46.39,45.71,0.800,3490.3,Good,1764451066397
46.60,47.14,0.800,6287.8,Good,1764451085249
46.60,46.43,0.800,7420.8,Good,1764451102492
