TargetRPS,ActualRPS,HoodPosition,DistanceMM,Quality,Timestamp
46.60,47.14,0.800,3658.6,Good,1764455611014
31.49,31.43,0.800,1134.4,Bad - Undershot,1764455622896
29.88,31.43,0.800,693.5,Good,1764455635134
28.57,29.29,0.800,383.1,Good,1764455650542
28.57,28.57,0.800,210.4,Good,1764455661862
32.59,32.14,0.800,1385.3,Good,1764455674539
34.51,35.00,0.800,1973.6,Good,1764455686586
36.53,37.86,0.800,2132.2,Good,1764455696593
46.60,47.86,0.800,3914.0,Good,1764455710007
