CurrentRPS,CurrentPower,CurrentVoltage,DistanceToTargetMM
0.00,0.55,12.07,3564.66
0.00,0.55,12.05,3564.70
0.00,0.55,12.07,3564.69
0.00,0.55,12.10,3564.69
0.00,0.55,12.10,3564.69
0.00,0.55,12.09,3564.69
0.00,0.55,12.10,3564.69
0.00,0.55,12.10,3564.69
0.00,0.55,12.13,3564.69
0.00,0.55,12.09,3564.69
0.00,0.55,12.64,3564.69
0.00,0.55,12.65,3564.69
0.00,0.55,12.66,3564.69
0.00,0.55,11.51,3564.69
0.00,0.55,11.91,3564.69
0.00,0.55,12.09,3564.69
0.00,0.55,12.07,3564.65
0.00,0.55,12.10,3564.69
0.00,0.55,11.95,3564.65
0.00,0.55,11.93,3564.76
0.00,0.55,11.88,3564.76
0.00,0.55,11.86,3564.66
0.00,0.55,11.80,3564.69
0.00,0.55,11.83,3564.69
0.00,0.55,11.79,3564.69
0.00,0.55,11.83,3564.69
0.00,0.55,11.81,3564.69
0.00,0.55,11.78,3564.69
0.00,0.55,12.62,3564.69
0.00,0.55,12.62,3564.69
0.00,0.55,11.37,3564.69
0.00,0.55,11.82,3564.70
0.00,0.55,11.88,3564.69
0.00,0.55,11.87,3564.69
0.00,0.55,11.85,3564.69
0.00,0.55,12.45,3564.69
0.00,0.55,12.62,3564.69
0.00,0.55,12.63,3564.69
0.00,0.55,12.63,3564.69
0.00,0.55,12.63,3564.69
0.00,0.55,12.64,3564.69
0.00,0.55,12.64,3564.69
0.00,0.55,11.39,3564.69
0.00,0.55,11.79,3564.73
0.00,0.55,11.87,3564.69
0.00,0.55,11.98,3564.69
0.00,0.55,11.97,3564.69
0.00,0.55,12.62,3564.69
0.00,0.55,12.64,3564.69
0.00,0.55,12.64,3564.69
0.00,0.55,12.64,3564.69
0.00,0.55,12.64,3564.69
0.00,0.55,12.65,3564.69
0.00,0.55,12.64,3564.69
0.00,0.55,12.64,3564.69
0.00,0.55,12.65,3564.69
0.00,0.55,12.65,3564.69
0.00,0.55,12.65,3564.69
0.00,0.55,12.65,3564.69
0.00,0.55,12.65,3564.69
0.00,0.55,12.64,3564.69
0.00,0.55,12.65,3564.69
0.00,0.55,12.65,3564.69
0.00,0.55,12.65,3564.69
0.00,0.55,12.65,3564.69
0.00,0.55,12.65,3564.69
0.00,0.55,12.66,3564.69
0.00,0.55,12.66,3564.69
0.00,0.55,12.66,3564.69
0.00,0.55,12.65,3564.69
0.00,0.55,12.66,3564.69
0.00,0.55,12.65,3564.69
0.00,0.55,12.65,3564.69
0.00,0.55,12.64,3564.69
0.00,0.55,12.65,3564.69
0.00,0.55,12.66,3564.69
0.00,0.55,12.66,3564.69
0.00,0.55,12.66,3564.69
0.00,0.55,12.65,3564.69
0.00,0.55,12.66,3564.69
0.00,0.55,12.66,3564.69
0.00,0.55,12.66,3564.69
0.00,0.55,12.66,3564.69
0.00,0.55,12.66,3564.69
0.00,0.55,12.66,3564.69
0.00,0.55,12.66,3564.69
0.00,0.55,12.66,3564.69
0.00,0.55,12.66,3564.69
0.00,0.55,12.66,3564.69
0.00,0.55,12.66,3564.69
0.00,0.55,12.66,3564.69
0.00,0.55,12.66,3564.69
0.00,0.55,12.66,3564.69
0.00,0.55,12.66,3564.69
0.00,0.55,12.66,3564.69
0.00,0.55,12.66,3564.69
0.00,0.55,12.66,3564.69
0.00,0.55,12.66,3564.69
0.00,0.55,12.66,3564.69
0.00,0.55,12.67,3564.69
0.00,0.55,12.66,3564.69
0.00,0.55,12.66,3564.69
1.43,0.55,12.05,3564.69
1.43,0.55,11.32,3564.69
3.57,0.55,10.83,3564.69
5.00,0.55,10.63,3564.69
7.14,0.55,10.14,3564.69
8.57,0.55,9.88,3564.69
10.71,0.55,10.05,3564.69
13.57,0.55,10.10,3564.69
15.71,0.55,10.22,3564.69
17.14,0.55,10.15,3564.69
19.29,0.55,10.32,3564.69
20.00,0.55,10.35,3564.69
22.14,0.55,10.30,3564.69
25.00,0.55,10.44,3564.69
25.00,0.55,10.44,3564.69
27.14,0.55,10.52,3564.69
28.57,0.55,10.56,3564.69
30.00,0.55,10.59,3564.69
32.14,0.55,10.61,3564.69
33.57,0.55,10.67,3564.69
34.29,0.55,10.73,3564.69
35.71,0.55,10.76,3564.69
37.14,0.55,10.82,3564.69
37.86,0.55,10.83,3564.69
39.29,0.55,10.85,3564.69
40.71,0.55,10.88,3564.68
40.71,0.55,10.91,3564.68
42.14,0.55,10.95,3564.69
43.57,0.55,10.96,3564.68
44.29,0.55,11.00,3564.69
45.00,0.55,11.10,3564.69
46.43,0.55,11.12,3564.69
47.14,0.55,11.13,3564.69
47.86,0.55,11.23,3564.69
48.57,0.55,11.34,3564.69
49.29,0.55,11.36,3564.69
50.71,0.55,11.45,3564.69
50.71,0.55,11.48,3564.69
51.43,0.55,11.58,3564.69
51.43,0.55,11.68,3564.69
52.14,0.55,11.72,3564.69
52.86,0.55,11.80,3564.69
52.86,0.55,11.85,3564.69
53.57,0.55,11.92,3564.68
53.57,0.55,12.01,3564.68
54.29,0.55,12.13,3564.68
54.29,0.55,12.20,3564.68
53.57,0.55,12.24,3564.68
54.29,0.55,12.30,3564.68
54.29,0.55,12.31,3564.68
54.29,0.55,12.41,3564.68
53.57,0.55,12.45,3564.69
54.29,0.55,12.49,3564.68
53.57,0.55,12.49,3564.69
52.86,0.55,12.52,3564.69
53.57,0.55,12.52,3564.69
52.86,0.55,12.54,3564.69
52.14,0.55,12.54,3564.69
52.14,0.55,12.54,3564.69
51.43,0.55,12.55,3564.69
52.14,0.55,12.56,3564.69
51.43,0.55,12.56,3564.68
50.71,0.55,12.56,3564.68
50.71,0.55,12.56,3564.69
50.71,0.55,12.56,3564.69
50.00,0.55,12.56,3564.68
50.00,0.55,12.56,3564.68
50.00,0.55,12.57,3564.69
50.00,0.55,12.57,3564.69
49.29,0.55,12.57,3564.68
48.57,0.55,12.57,3564.69
49.29,0.55,12.57,3564.69
49.29,0.55,12.57,3564.69
47.86,0.55,12.58,3564.69
47.86,0.55,12.58,3564.69
47.14,0.55,12.58,3564.69
47.14,0.55,12.58,3564.69
47.14,0.55,12.58,3564.69
46.43,0.55,12.58,3564.69
47.14,0.55,12.58,3564.69
46.43,0.55,12.57,3564.69
45.71,0.55,12.58,3564.69
45.71,0.55,12.58,3564.69
45.71,0.55,12.58,3564.69
45.71,0.55,12.58,3564.69
45.71,0.55,12.58,3564.69
45.00,0.55,12.58,3564.69
45.00,0.55,12.57,3564.69
44.29,0.55,12.58,3564.69
44.29,0.55,12.57,3564.69
44.29,0.55,12.57,3564.69
43.57,0.55,12.57,3564.69
43.57,0.55,12.57,3564.69
43.57,0.55,12.57,3564.69
42.86,0.55,12.56,3564.69
43.57,0.55,12.55,3564.69
42.86,0.55,12.52,3564.69
42.14,0.55,12.51,3564.69
42.86,0.55,12.49,3564.69
42.14,0.55,12.46,3564.69
42.86,0.55,12.45,3564.69
42.14,0.55,12.43,3564.69
42.14,0.55,12.43,3564.69
42.14,0.55,12.38,3564.69
42.86,0.55,12.35,3564.69
42.86,0.55,12.32,3564.69
42.86,0.55,12.34,3564.69
42.86,0.55,12.30,3564.69
42.86,0.55,12.25,3564.69
43.57,0.55,12.25,3564.69
43.57,0.55,12.24,3564.69
43.57,0.55,12.22,3564.69
43.57,0.55,12.21,3564.69
44.29,0.55,12.21,3564.69
44.29,0.55,12.19,3564.69
44.29,0.55,12.18,3564.69
45.00,0.55,12.16,3564.69
45.00,0.55,12.19,3564.69
45.00,0.55,12.18,3564.69
45.00,0.55,12.18,3564.69
45.71,0.55,12.20,3564.69
45.71,0.55,12.19,3564.69
46.43,0.55,12.23,3564.69
46.43,0.55,12.20,3564.69
46.43,0.55,12.21,3564.69
47.14,0.55,12.21,3564.69
47.14,0.55,12.21,3564.69
47.14,0.55,12.25,3564.69
47.14,0.55,12.24,3564.69
47.14,0.55,12.24,3564.69
47.14,0.55,12.28,3564.69
47.86,0.55,12.30,3564.69
47.86,0.55,12.33,3564.69
47.86,0.55,12.31,3564.69
47.86,0.55,12.32,3564.69
48.57,0.55,12.35,3564.69
47.86,0.55,12.34,3564.69
47.86,0.55,12.38,3564.69
47.86,0.55,12.38,3564.69
47.86,0.55,12.38,3564.69
47.86,0.55,12.41,3564.69
47.86,0.55,12.42,3564.69
48.57,0.55,12.42,3564.69
48.57,0.55,12.43,3564.69
47.14,0.55,12.44,3564.69
48.57,0.55,12.43,3564.69
47.86,0.55,12.44,3564.69
47.86,0.55,12.43,3564.69
47.86,0.55,12.45,3564.69
47.14,0.55,12.46,3564.69
47.86,0.55,12.47,3564.69
47.86,0.55,12.48,3564.69
47.86,0.55,12.50,3564.69
47.14,0.55,12.47,3564.69
47.86,0.55,12.48,3564.69
47.14,0.55,12.48,3564.69
47.14,0.55,12.48,3564.69
47.14,0.55,12.49,3564.69
47.14,0.55,12.49,3564.69
46.43,0.55,12.48,3564.69
46.43,0.55,12.48,3564.69
47.14,0.55,12.48,3564.69
46.43,0.55,12.48,3564.69
46.43,0.55,12.48,3564.69
46.43,0.55,12.47,3564.69
45.71,0.55,12.48,3564.69
46.43,0.55,12.48,3564.69
45.71,0.55,12.46,3564.69
46.43,0.55,12.47,3564.69
45.71,0.55,12.46,3564.69
46.43,0.55,12.46,3564.69
45.71,0.55,12.45,3564.69
46.43,0.55,12.42,3564.69
45.71,0.55,12.44,3564.69
45.71,0.55,12.42,3564.69
45.71,0.55,12.42,3564.69
45.71,0.55,12.40,3564.69
45.71,0.55,12.41,3564.69
45.71,0.55,12.42,3564.69
45.71,0.55,12.40,3564.69
45.71,0.55,12.41,3564.69
45.71,0.55,12.41,3564.69
45.71,0.55,12.41,3564.69
46.43,0.55,12.41,3564.69
46.43,0.55,12.40,3564.69
45.71,0.55,12.40,3564.69
45.71,0.55,12.39,3564.69
45.71,0.55,12.38,3564.69
45.71,0.55,12.38,3564.69
46.43,0.55,12.38,3564.69
45.71,0.55,12.37,3564.69
46.43,0.55,12.39,3564.69
45.71,0.55,12.38,3564.69
46.43,0.55,12.38,3564.69
45.71,0.55,12.38,3564.69
46.43,0.55,12.38,3564.69
46.43,0.55,12.38,3564.69
46.43,0.55,12.37,3564.69
46.43,0.55,12.40,3564.69
46.43,0.55,12.38,3564.69
46.43,0.55,12.37,3564.69
46.43,0.55,12.38,3564.69
46.43,0.55,12.37,3564.69
46.43,0.55,12.39,3564.69
46.43,0.55,12.39,3564.69
46.43,0.55,12.38,3564.69
46.43,0.55,12.39,3564.69
46.43,0.55,12.38,3564.69
47.14,0.55,12.37,3564.69
46.43,0.55,12.40,3564.69
46.43,0.55,12.39,3564.69
47.14,0.55,12.39,3564.69
47.14,0.55,12.40,3564.69
46.43,0.55,12.38,3564.69
47.14,0.55,12.40,3564.69
46.43,0.55,12.37,3564.69
47.14,0.55,12.41,3564.69
46.43,0.55,12.39,3564.69
47.14,0.55,12.41,3564.69
46.43,0.55,12.38,3564.69
47.14,0.55,12.41,3564.69
46.43,0.55,12.39,3564.69
47.14,0.55,12.42,3564.69
47.14,0.55,12.42,3564.69
46.43,0.55,12.42,3564.69
47.14,0.55,12.42,3564.69
46.43,0.55,12.40,3564.69
47.14,0.55,12.42,3564.69
46.43,0.55,12.42,3564.69
47.14,0.55,12.41,3564.69
46.43,0.55,12.42,3564.69
46.43,0.55,12.42,3564.69
47.14,0.55,12.41,3564.69
46.43,0.55,12.41,3564.69
46.43,0.55,12.41,3564.69
46.43,0.55,12.42,3564.69
46.43,0.55,12.42,3564.69
46.43,0.55,12.42,3564.69
46.43,0.55,12.42,3564.69
46.43,0.55,12.42,3564.69
46.43,0.55,12.42,3564.69
46.43,0.55,12.41,3564.69
47.14,0.55,12.41,3564.69
47.14,0.55,12.42,3564.69
46.43,0.55,12.42,3564.69
46.43,0.55,12.42,3564.69
46.43,0.55,12.42,3564.69
46.43,0.55,12.42,3564.69
46.43,0.55,12.42,3564.69
46.43,0.55,12.42,3564.69
46.43,0.55,12.42,3564.69
46.43,0.55,12.42,3564.69
46.43,0.55,12.39,3564.69
46.43,0.55,12.41,3564.69
46.43,0.55,12.41,3564.69
46.43,0.55,12.42,3564.69
46.43,0.55,12.40,3564.69
46.43,0.55,12.41,3564.69
47.14,0.55,12.42,3564.69
45.71,0.55,12.40,3564.69
46.43,0.55,12.42,3564.69
47.14,0.55,12.42,3564.69
47.14,0.55,12.42,3564.69
45.71,0.55,12.40,3564.69
46.43,0.55,12.42,3564.69
45.71,0.55,12.41,3564.69
46.43,0.55,12.40,3564.69
46.43,0.55,12.42,3564.69
46.43,0.55,12.42,3564.69
46.43,0.55,12.42,3564.69
46.43,0.55,12.41,3564.69
46.43,0.55,12.42,3564.69
46.43,0.55,12.42,3564.69
46.43,0.55,12.42,3564.69
46.43,0.55,12.40,3564.69
46.43,0.55,12.42,3564.69
46.43,0.55,12.39,3564.69
45.71,0.55,12.41,3564.69
45.71,0.55,12.41,3564.69
46.43,0.55,12.38,3564.69
46.43,0.55,12.40,3564.69
46.43,0.55,12.40,3564.69
46.43,0.55,12.41,3564.69
46.43,0.55,12.39,3564.69
46.43,0.55,12.39,3564.69
46.43,0.55,12.39,3564.69
46.43,0.55,12.40,3564.69
46.43,0.55,12.41,3564.69
46.43,0.55,12.38,3564.69
46.43,0.55,12.39,3564.69
46.43,0.55,12.40,3564.69
46.43,0.55,12.41,3564.69
46.43,0.55,12.41,3564.69
46.43,0.55,12.39,3564.69
47.14,0.55,12.40,3564.69
46.43,0.55,12.40,3564.69
46.43,0.55,12.41,3564.69
46.43,0.55,12.40,3564.69
46.43,0.55,12.39,3564.69
46.43,0.55,12.40,3564.69
46.43,0.55,12.40,3564.69
46.43,0.55,12.42,3564.69
47.14,0.55,12.39,3564.69
46.43,0.55,12.41,3564.69
46.43,0.55,12.40,3564.69
46.43,0.55,12.40,3564.69
47.14,0.55,12.41,3564.69
46.43,0.55,12.39,3564.69
46.43,0.55,12.39,3564.69
46.43,0.55,12.39,3564.69
46.43,0.55,12.39,3564.69
47.14,0.55,12.41,3564.69
46.43,0.55,12.41,3564.69
46.43,0.55,12.41,3564.69
47.14,0.55,12.39,3564.69
46.43,0.55,12.42,3564.69
46.43,0.55,12.39,3564.69
46.43,0.55,12.42,3564.69
47.14,0.55,12.43,3564.69
46.43,0.55,12.42,3564.69
46.43,0.55,12.42,3564.69
46.43,0.55,12.42,3564.69
47.14,0.55,12.41,3564.69
46.43,0.55,12.42,3564.69
46.43,0.55,12.41,3564.69
46.43,0.55,12.42,3564.69
46.43,0.55,12.42,3564.69
46.43,0.55,12.42,3564.69
46.43,0.55,12.42,3564.69
46.43,0.55,12.42,3564.69
46.43,0.55,12.42,3564.69
46.43,0.55,12.42,3564.69
46.43,0.55,12.40,3564.69
46.43,0.55,12.41,3564.70
46.43,0.55,12.39,3564.69
46.43,0.55,12.39,3564.69
46.43,0.55,12.42,3564.69
46.43,0.55,12.40,3564.69
46.43,0.55,12.40,3564.69
46.43,0.55,12.40,3564.69
46.43,0.55,12.41,3564.69
46.43,0.55,12.41,3564.69
46.43,0.55,12.40,3564.69
46.43,0.55,12.41,3564.69
46.43,0.55,12.40,3564.69
47.14,0.55,12.40,3564.69
45.71,0.55,12.40,3564.69
47.14,0.55,12.40,3564.69
46.43,0.55,12.40,3564.69
46.43,0.55,12.39,3564.69
46.43,0.55,12.41,3564.69
46.43,0.55,12.40,3564.69
46.43,0.55,12.40,3564.69
46.43,0.55,12.40,3564.69
46.43,0.55,12.39,3564.69
47.14,0.55,12.41,3564.69
46.43,0.55,12.41,3564.69
46.43,0.55,12.41,3564.69
46.43,0.55,12.41,3564.69
46.43,0.55,12.41,3564.69
46.43,0.55,12.41,3564.69
46.43,0.55,12.40,3564.69
47.14,0.55,12.40,3564.69
46.43,0.55,12.40,3564.69
46.43,0.55,12.40,3564.69
46.43,0.55,12.39,3564.69
46.43,0.55,12.39,3564.69
46.43,0.55,12.41,3564.69
47.14,0.55,12.41,3564.69
46.43,0.55,12.41,3564.69
46.43,0.55,12.39,3564.69
46.43,0.55,12.40,3564.69
46.43,0.55,12.42,3564.69
46.43,0.55,12.39,3564.69
47.14,0.55,12.42,3564.69
46.43,0.55,12.42,3564.69
46.43,0.55,12.41,3564.69
46.43,0.55,12.42,3564.69
46.43,0.55,12.38,3564.69
47.14,0.55,12.40,3564.69
46.43,0.55,12.41,3564.69
46.43,0.55,12.42,3564.69
46.43,0.55,12.41,3564.69
46.43,0.55,12.41,3564.69
46.43,0.55,12.42,3564.69
46.43,0.55,12.42,3564.69
46.43,0.55,12.41,3564.69
46.43,0.55,12.40,3564.69
46.43,0.55,12.42,3564.69
46.43,0.55,12.40,3564.69
47.14,0.55,12.39,3564.69
46.43,0.55,12.41,3564.69
46.43,0.55,12.42,3564.69
46.43,0.55,12.41,3564.69
46.43,0.55,12.42,3564.69
46.43,0.55,12.42,3564.69
46.43,0.55,12.39,3564.69
46.43,0.55,12.40,3564.69
46.43,0.55,12.40,3564.69
46.43,0.55,12.38,3564.69
46.43,0.55,12.40,3564.69
46.43,0.55,12.40,3564.69
46.43,0.55,12.38,3564.69
46.43,0.55,12.41,3564.69
46.43,0.55,12.40,3564.69
47.14,0.55,12.40,3564.69
46.43,0.55,12.41,3564.69
46.43,0.55,12.40,3564.69
46.43,0.55,12.40,3564.69
46.43,0.55,12.39,3564.69
46.43,0.55,12.39,3564.69
46.43,0.55,12.40,3564.69
47.14,0.55,12.41,3564.69
46.43,0.55,12.40,3564.69
46.43,0.55,11.27,3564.69
46.43,0.55,11.56,3564.70
46.43,0.55,11.61,3564.62
46.43,0.55,12.35,3564.69
45.71,0.55,12.38,3564.69
46.43,0.55,12.36,3564.69
46.43,0.55,12.38,3564.69
46.43,0.55,12.39,3564.69
45.71,0.55,12.39,3564.69
46.43,0.55,12.39,3564.69
46.43,0.55,12.37,3564.69
46.43,0.55,12.36,3564.69
46.43,0.55,12.37,3564.69
46.43,0.55,12.36,3564.69
46.43,0.55,12.38,3564.69
46.43,0.55,12.37,3564.69
46.43,0.55,12.37,3564.69
46.43,0.55,12.39,3564.69
47.14,0.55,12.39,3564.69
46.43,0.55,12.39,3564.69
46.43,0.55,12.38,3564.69
46.43,0.55,12.38,3564.69
46.43,0.55,12.39,3564.69
46.43,0.55,12.39,3564.69
46.43,0.55,12.41,3564.69
47.14,0.55,12.40,3564.69
46.43,0.55,12.40,3564.69
46.43,0.55,12.39,3564.69
47.14,0.55,12.42,3564.69
46.43,0.55,12.38,3564.69
46.43,0.55,12.39,3564.69
46.43,0.55,12.39,3564.69
46.43,0.55,12.39,3564.69
46.43,0.55,12.40,3564.69
47.14,0.55,12.41,3564.69
46.43,0.55,12.42,3564.69
46.43,0.55,12.40,3564.69
46.43,0.55,12.38,3564.69
47.14,0.55,12.40,3564.69
46.43,0.55,12.41,3564.69
46.43,0.55,12.42,3564.69
46.43,0.55,12.41,3564.69
47.14,0.55,12.41,3564.69
46.43,0.55,12.41,3564.69
46.43,0.55,12.40,3564.69
46.43,0.55,12.42,3564.69
47.14,0.55,12.41,3564.69
46.43,0.55,12.41,3564.69
46.43,0.55,12.41,3564.69
46.43,0.55,12.41,3564.69
46.43,0.55,12.41,3564.69
46.43,0.55,12.42,3564.69
