CurrentRPS,CurrentPower,CurrentVoltage,DistanceToTargetMM
37.14,0.60,10.74,3564.41
37.86,0.60,10.76,3564.42
39.29,0.60,10.79,3564.41
40.00,0.60,10.81,3564.41
40.71,0.60,10.87,3564.41
42.14,0.60,10.88,3564.41
42.86,0.60,10.93,3564.41
43.57,0.60,11.00,3564.41
45.00,0.60,10.97,3564.41
45.71,0.60,10.98,3564.41
47.14,0.60,11.00,3564.41
47.86,0.60,11.06,3564.41
47.86,0.60,11.06,3564.41
49.29,0.60,11.10,3564.41
50.00,0.60,11.20,3564.41
50.71,0.60,11.20,3564.41
51.43,0.60,11.23,3564.41
52.14,0.60,11.22,3564.41
53.57,0.60,11.41,3564.41
53.57,0.60,11.46,3564.41
54.29,0.60,11.46,3564.41
54.29,0.60,11.55,3564.41
55.00,0.60,11.63,3564.41
55.71,0.60,11.67,3564.41
55.71,0.60,11.76,3564.41
56.43,0.60,10.84,3564.41
56.43,0.60,11.14,3564.42
56.43,0.60,11.29,3564.33
56.43,0.60,11.31,3564.54
57.14,0.60,11.42,3564.43
55.71,0.60,11.65,3564.45
52.86,0.60,11.24,3564.81
52.14,0.60,11.21,3564.29
52.86,0.60,11.61,3564.26
52.86,0.60,11.34,3564.73
52.86,0.60,11.72,3564.30
50.71,0.60,11.56,3564.62
49.29,0.60,11.53,3564.55
49.29,0.60,11.44,3564.20
50.00,0.60,11.57,3564.52
47.14,0.60,11.57,3564.64
46.43,0.60,11.48,3564.54
47.86,0.60,11.46,3564.22
47.86,0.60,11.43,3564.62
48.57,0.60,11.46,3564.47
49.29,0.60,11.45,3564.43
49.29,0.60,11.49,3564.47
50.00,0.60,11.52,3564.47
50.00,0.60,11.52,3564.47
50.71,0.60,11.55,3564.47
51.43,0.60,11.58,3564.47
52.14,0.60,11.69,3564.47
51.43,0.60,11.74,3564.47
52.86,0.60,11.76,3564.47
52.86,0.60,11.77,3564.47
52.86,0.60,11.82,3564.47
53.57,0.60,11.89,3564.47
53.57,0.60,12.43,3564.47
52.86,0.60,12.47,3564.47
52.86,0.60,12.47,3564.47
52.86,0.60,12.48,3564.47
52.86,0.60,12.48,3564.47
52.14,0.60,12.48,3564.47
51.43,0.60,12.49,3564.47
51.43,0.60,12.49,3564.47
51.43,0.60,12.49,3564.47
50.71,0.60,12.49,3564.47
50.71,0.60,12.49,3564.47
50.00,0.60,12.49,3564.47
49.29,0.60,12.49,3564.47
50.00,0.60,12.49,3564.47
49.29,0.60,12.50,3564.47
49.29,0.60,12.50,3564.47
48.57,0.60,12.49,3564.47
48.57,0.60,12.50,3564.47
48.57,0.60,12.50,3564.47
47.86,0.60,12.50,3564.47
47.14,0.60,12.50,3564.47
47.14,0.60,12.50,3564.47
47.14,0.60,12.50,3564.47
47.14,0.60,12.50,3564.47
46.43,0.60,12.50,3564.47
45.71,0.60,12.51,3564.47
45.71,0.60,12.51,3564.47
45.71,0.60,12.51,3564.47
45.71,0.60,12.51,3564.47
45.00,0.60,12.51,3564.47
44.29,0.60,12.51,3564.47
45.00,0.60,12.51,3564.47
43.57,0.60,12.51,3564.47
44.29,0.60,12.51,3564.47
43.57,0.60,12.51,3564.47
43.57,0.60,12.51,3564.47
42.86,0.60,12.51,3564.47
43.57,0.60,12.51,3564.47
42.14,0.60,12.52,3564.47
42.86,0.60,12.52,3564.47
41.43,0.60,12.51,3564.47
41.43,0.60,12.52,3564.47
40.71,0.60,12.52,3564.47
41.43,0.60,12.52,3564.47
40.00,0.60,12.52,3564.47
41.43,0.60,12.52,3564.47
40.00,0.60,12.52,3564.47
40.00,0.60,12.52,3564.47
39.29,0.60,12.51,3564.47
39.29,0.60,12.52,3564.47
39.29,0.60,12.52,3564.47
39.29,0.60,12.52,3564.47
39.29,0.60,12.52,3564.47
37.86,0.60,12.52,3564.47
39.29,0.60,12.52,3564.47
37.86,0.60,12.52,3564.47
37.14,0.60,12.52,3564.44
37.86,0.60,12.52,3564.44
37.14,0.60,12.52,3564.44
36.43,0.60,12.52,3564.44
37.86,0.60,12.52,3564.44
35.71,0.60,12.52,3564.44
35.71,0.60,12.52,3564.44
36.43,0.60,12.52,3564.44
36.43,0.60,12.52,3564.44
35.71,0.60,12.52,3564.44
35.00,0.60,12.53,3564.44
35.00,0.60,12.52,3564.44
35.00,0.60,12.52,3564.44
35.00,0.60,12.53,3564.44
34.29,0.60,12.52,3564.44
34.29,0.60,12.52,3564.44
34.29,0.60,12.52,3564.44
32.86,0.60,12.52,3564.44
34.29,0.60,12.52,3564.44
33.57,0.60,12.53,3564.44
32.14,0.60,12.53,3564.44
33.57,0.60,12.53,3564.44
32.86,0.60,12.53,3564.44
32.86,0.60,12.53,3564.44
32.14,0.60,12.53,3564.44
31.43,0.60,12.53,3564.44
31.43,0.60,12.53,3564.44
32.14,0.60,12.53,3564.44
31.43,0.60,12.53,3564.44
30.71,0.60,12.53,3564.44
30.71,0.60,12.53,3564.44
31.43,0.60,12.53,3564.44
30.71,0.60,12.53,3564.44
30.00,0.60,12.53,3564.44
30.00,0.60,12.53,3564.44
30.00,0.60,12.53,3564.44
29.29,0.60,12.53,3564.44
30.00,0.60,12.53,3564.44
29.29,0.60,12.53,3564.44
29.29,0.60,12.53,3564.44
27.86,0.60,12.53,3564.44
29.29,0.60,12.53,3564.44
28.57,0.60,12.53,3564.44
27.86,0.60,12.54,3564.44
27.86,0.60,12.53,3564.44
27.86,0.60,12.53,3564.44
27.14,0.60,12.53,3564.44
27.14,0.60,12.53,3564.44
27.14,0.60,12.54,3564.44
26.43,0.60,12.53,3564.44
27.14,0.60,12.53,3564.44
26.43,0.60,12.53,3564.44
26.43,0.60,12.53,3564.44
26.43,0.60,12.53,3564.44
25.71,0.60,12.53,3564.44
25.71,0.60,12.54,3564.44
25.71,0.60,12.54,3564.44
25.71,0.60,12.53,3564.44
25.00,0.60,12.54,3564.44
24.29,0.60,12.54,3564.44
25.71,0.60,12.53,3564.44
25.00,0.60,12.54,3564.44
23.57,0.60,12.54,3564.44
25.00,0.60,12.54,3564.44
23.57,0.60,12.54,3564.44
24.29,0.60,12.53,3564.44
23.57,0.60,12.54,3564.44
23.57,0.60,12.54,3564.44
22.86,0.60,12.54,3564.44
22.86,0.60,12.54,3564.44
23.57,0.60,12.53,3564.44
22.86,0.60,12.54,3564.44
22.14,0.60,12.54,3564.44
22.86,0.60,12.54,3564.44
22.14,0.60,12.54,3564.44
22.14,0.60,12.54,3564.44
22.14,0.60,12.54,3564.44
21.43,0.60,12.54,3564.44
21.43,0.60,12.54,3564.44
21.43,0.60,12.53,3564.44
20.71,0.60,12.54,3564.44
20.71,0.60,12.54,3564.44
20.71,0.60,12.54,3564.44
20.71,0.60,12.54,3564.44
20.00,0.60,12.54,3564.44
20.71,0.60,12.54,3564.44
20.00,0.60,12.54,3564.44
20.00,0.60,12.54,3564.44
19.29,0.60,12.54,3564.44
19.29,0.60,12.54,3564.44
19.29,0.60,12.54,3564.44
18.57,0.60,12.55,3564.44
19.29,0.60,12.54,3564.44
18.57,0.60,12.54,3564.44
18.57,0.60,12.55,3564.44
18.57,0.60,12.54,3564.44
18.57,0.60,12.54,3564.44
17.86,0.60,12.54,3564.44
17.86,0.60,12.54,3564.44
17.86,0.60,12.54,3564.44
17.14,0.60,12.55,3564.44
17.86,0.60,12.55,3564.44
17.14,0.60,12.54,3564.44
17.14,0.60,12.55,3564.44
16.43,0.60,12.55,3564.44
17.14,0.60,12.54,3564.44
16.43,0.60,12.54,3564.44
16.43,0.60,12.54,3564.44
16.43,0.60,12.55,3564.44
16.43,0.60,12.54,3564.44
15.71,0.60,12.54,3564.44
15.71,0.60,12.55,3564.44
15.71,0.59,12.54,3564.44
15.71,0.59,12.54,3564.44
15.71,0.59,12.55,3564.44
15.00,0.59,12.55,3564.44
15.00,0.59,12.55,3564.44
15.00,0.59,12.54,3564.44
15.00,0.59,12.55,3564.44
14.29,0.59,12.55,3564.44
14.29,0.59,12.54,3564.44
14.29,0.59,12.55,3564.44
14.29,0.59,12.55,3564.44
13.57,0.59,12.55,3564.44
14.29,0.59,12.55,3564.44
13.57,0.59,12.54,3564.44
13.57,0.59,12.55,3564.44
13.57,0.59,12.55,3564.44
12.86,0.59,12.55,3564.44
13.57,0.59,12.54,3564.44
12.86,0.59,12.54,3564.44
12.86,0.59,12.55,3564.44
12.86,0.59,12.55,3564.44
12.14,0.59,12.55,3564.44
12.86,0.59,12.55,3564.44
12.14,0.59,12.55,3564.44
12.14,0.59,12.55,3564.44
12.14,0.59,12.55,3564.44
12.14,0.59,12.55,3564.45
11.43,0.59,12.54,3564.44
11.43,0.59,12.55,3564.44
11.43,0.59,12.55,3564.45
10.71,0.59,12.55,3564.44
11.43,0.59,12.55,3564.44
10.71,0.59,12.55,3564.45
10.71,0.59,12.55,3564.44
10.71,0.59,12.55,3564.45
10.71,0.59,12.55,3564.44
10.71,0.59,12.55,3564.44
10.00,0.59,12.55,3564.44
10.71,0.59,12.55,3564.44
10.00,0.59,12.55,3564.44
10.00,0.59,12.55,3564.44
10.00,0.59,12.55,3564.44
9.29,0.59,12.55,3564.44
10.00,0.59,12.55,3564.44
9.29,0.59,12.55,3564.44
9.29,0.59,12.55,3564.44
8.57,0.59,12.55,3564.44
9.29,0.59,12.55,3564.44
8.57,0.59,12.55,3564.44
9.29,0.59,12.55,3564.44
8.57,0.59,12.55,3564.44
9.29,0.59,12.55,3564.44
8.57,0.59,12.55,3564.44
7.86,0.59,12.55,3564.44
8.57,0.59,12.56,3564.44
8.57,0.59,12.55,3564.44
7.86,0.59,12.55,3564.44
7.86,0.59,12.55,3564.44
7.86,0.59,12.56,3564.44
7.14,0.59,12.55,3564.44
7.86,0.59,12.56,3564.44
7.14,0.59,12.56,3564.44
7.86,0.59,12.55,3564.44
7.14,0.59,12.56,3564.44
7.14,0.59,12.55,3564.44
7.14,0.59,12.55,3564.44
7.14,0.59,12.56,3564.44
6.43,0.59,12.55,3564.44
7.14,0.59,12.56,3564.44
6.43,0.59,12.56,3564.44
6.43,0.59,12.56,3564.44
6.43,0.59,12.56,3564.44
5.71,0.59,12.56,3564.44
6.43,0.59,12.55,3564.44
5.71,0.59,12.56,3564.45
5.71,0.59,12.56,3564.44
5.71,0.59,12.56,3564.44
5.71,0.59,12.56,3564.44
5.00,0.59,12.56,3564.44
5.71,0.59,12.56,3564.44
5.71,0.59,12.56,3564.44
5.00,0.59,12.56,3564.44
5.00,0.59,12.56,3564.44
5.00,0.59,12.56,3564.44
5.00,0.59,12.56,3564.44
4.29,0.59,12.56,3564.45
5.00,0.59,12.55,3564.45
5.00,0.59,12.56,3564.45
4.29,0.59,12.55,3564.44
4.29,0.59,12.56,3564.45
4.29,0.59,12.55,3564.45
4.29,0.59,12.56,3564.44
4.29,0.59,12.56,3564.44
3.57,0.59,12.56,3564.44
4.29,0.59,12.56,3564.45
3.57,0.59,12.56,3564.44
3.57,0.59,12.55,3564.45
3.57,0.59,12.56,3564.45
3.57,0.59,12.56,3564.45
2.86,0.59,12.56,3564.45
3.57,0.59,12.56,3564.45
3.57,0.59,12.56,3564.45
2.86,0.59,12.56,3564.45
3.57,0.59,12.56,3564.45
2.86,0.59,12.56,3564.45
2.86,0.59,12.55,3564.45
2.14,0.59,12.56,3564.45
2.86,0.59,12.56,3564.45
2.86,0.59,12.56,3564.45
2.86,0.59,12.56,3564.45
2.86,0.59,12.55,3564.45
2.14,0.59,12.56,3564.45
2.14,0.59,12.56,3564.45
2.14,0.59,12.56,3564.45
1.43,0.59,12.56,3564.45
2.14,0.59,12.56,3564.45
2.14,0.59,12.56,3564.45
2.14,0.59,12.56,3564.45
1.43,0.59,12.56,3564.45
1.43,0.59,12.55,3564.45
1.43,0.59,12.56,3564.45
1.43,0.59,12.56,3564.45
0.71,0.59,12.56,3564.45
1.43,0.59,12.56,3564.45
0.71,0.59,12.56,3564.45
0.71,0.59,12.56,3564.45
0.71,0.59,12.56,3564.45
0.71,0.59,12.56,3564.45
0.71,0.59,12.56,3564.45
0.71,0.59,12.56,3564.45
0.00,0.59,12.56,3564.45
0.71,0.59,12.56,3564.45
0.00,0.59,12.56,3564.45
0.00,0.59,12.56,3564.45
0.00,0.59,12.56,3564.45
0.00,0.59,12.56,3564.45
0.00,0.59,12.56,3564.45
0.00,0.59,12.56,3564.45
0.00,0.59,12.56,3564.45
0.00,0.59,12.56,3564.45
0.00,0.59,12.56,3564.45
0.00,0.59,12.56,3564.45
0.00,0.59,12.55,3564.45
0.00,0.59,12.56,3564.45
0.00,0.59,12.56,3564.45
0.00,0.59,12.56,3564.45
0.00,0.59,12.56,3564.45
0.00,0.59,12.56,3564.45
0.00,0.59,12.56,3564.45
0.00,0.59,12.56,3564.45
0.00,0.59,12.56,3564.45
0.00,0.59,12.56,3564.45
0.00,0.59,12.56,3564.45
0.00,0.59,12.56,3564.45
0.00,0.59,12.56,3564.45
0.00,0.59,12.56,3564.45
0.00,0.59,12.56,3564.45
0.00,0.59,12.56,3564.45
0.00,0.59,12.56,3564.45
0.00,0.59,12.56,3564.45
0.00,0.59,12.56,3564.45
0.00,0.59,12.56,3564.45
0.00,0.59,12.56,3564.45
0.00,0.59,12.56,3564.45
0.00,0.59,12.56,3564.45
0.00,0.59,12.56,3564.45
0.00,0.59,12.56,3564.45
0.00,0.59,12.56,3564.45
0.00,0.59,12.56,3564.45
0.00,0.59,12.56,3564.45
0.00,0.59,12.56,3564.45
0.00,0.59,12.56,3564.45
0.00,0.59,12.56,3564.45
0.00,0.59,12.56,3564.45
0.00,0.59,12.56,3564.45
0.00,0.59,12.56,3564.45
0.00,0.59,12.56,3564.45
0.00,0.59,12.56,3564.45
0.00,0.59,12.56,3564.45
0.00,0.59,12.56,3564.45
0.00,0.59,12.56,3564.45
0.00,0.59,12.56,3564.45
0.00,0.59,12.57,3564.45
0.00,0.59,12.56,3564.45
0.00,0.59,12.56,3564.45
0.00,0.59,12.56,3564.45
0.00,0.59,12.56,3564.45
0.00,0.59,12.56,3564.45
0.00,0.59,12.56,3564.45
0.00,0.59,12.56,3564.45
0.00,0.59,12.56,3564.45
0.00,0.59,12.56,3564.45
0.00,0.59,12.56,3564.45
0.00,0.59,12.56,3564.45
0.00,0.59,12.56,3564.45
0.00,0.59,12.56,3564.45
0.00,0.59,12.56,3564.45
0.00,0.59,12.56,3564.45
0.00,0.59,12.57,3564.45
0.00,0.59,12.56,3564.45
0.00,0.59,11.31,3564.45
0.00,0.59,12.20,3564.41
0.00,0.59,12.36,3564.38
0.00,0.59,12.42,3564.42
0.00,0.59,12.37,3564.35
0.00,0.59,12.17,3564.66
0.00,0.59,12.10,3564.44
0.00,0.59,12.29,3564.24
0.00,0.59,12.01,3564.52
0.00,0.59,12.18,3564.45
0.00,0.59,12.37,3564.38
0.00,0.59,12.23,3564.42
0.00,0.59,12.52,3564.45
0.00,0.59,12.54,3564.45
0.00,0.59,11.40,3564.46
0.00,0.59,11.99,3564.53
0.00,0.59,11.97,3564.31
0.00,0.59,11.84,3564.02
0.00,0.59,11.67,3564.74
0.00,0.59,11.33,3564.53
0.00,0.59,11.96,3564.28
0.00,0.59,11.99,3564.52
0.00,0.59,11.61,3564.45
0.00,0.59,11.88,3564.34
0.00,0.59,12.04,3564.45
0.00,0.59,11.95,3564.45
0.00,0.59,11.97,3564.46
0.00,0.59,11.92,3564.46
0.00,0.59,11.73,3564.35
0.00,0.59,11.79,3564.46
0.00,0.59,11.71,3564.50
0.00,0.59,11.79,3564.43
0.00,0.59,11.80,3564.43
0.00,0.59,11.78,3564.43
0.00,0.59,11.81,3564.43
0.00,0.59,11.83,3564.43
0.00,0.59,11.84,3564.43
0.00,0.59,12.49,3564.43
0.00,0.59,11.29,3564.43
0.00,0.59,11.77,3564.39
0.00,0.59,11.84,3564.39
0.00,0.59,11.86,3564.39
0.00,0.59,11.90,3564.39
0.00,0.59,11.87,3564.39
0.00,0.59,11.90,3564.39
0.00,0.59,11.87,3564.39
0.00,0.59,11.89,3564.39
0.00,0.59,11.87,3564.39
0.00,0.59,12.52,3564.39
0.00,0.59,12.52,3564.39
0.00,0.59,12.52,3564.39
0.00,0.59,12.53,3564.39
0.00,0.59,12.52,3564.39
0.00,0.59,12.53,3564.39
0.00,0.59,12.53,3564.39
0.00,0.59,12.54,3564.39
0.00,0.59,12.53,3564.39
0.00,0.59,12.53,3564.39
0.00,0.59,12.54,3564.39
0.00,0.59,12.54,3564.39
0.71,0.59,11.82,3564.39
1.43,0.59,11.42,3564.39
2.14,0.59,10.98,3564.39
4.29,0.59,10.58,3564.39
5.00,0.59,10.19,3564.39
7.14,0.59,9.87,3564.39
9.29,0.59,9.83,3564.39
10.71,0.59,9.97,3564.39
12.86,0.59,10.05,3564.39
15.71,0.59,10.06,3564.39
17.14,0.59,10.11,3564.39
19.29,0.59,10.17,3564.39
20.00,0.59,10.20,3564.39
22.14,0.59,10.24,3564.39
23.57,0.59,10.30,3564.39
25.00,0.59,10.38,3564.39
26.43,0.59,10.39,3564.39
27.14,0.59,10.43,3564.39
28.57,0.59,10.54,3564.39
30.71,0.59,10.51,3564.39
32.14,0.59,10.51,3564.39
33.57,0.59,10.55,3564.39
34.29,0.59,10.62,3564.39
35.71,0.59,10.69,3564.39
37.14,0.59,10.69,3564.39
37.86,0.59,10.72,3564.39
39.29,0.59,10.77,3564.39
40.71,0.59,10.82,3564.39
42.14,0.59,10.84,3564.39
42.14,0.59,10.88,3564.39
44.29,0.59,10.92,3564.39
44.29,0.59,10.96,3564.39
45.71,0.59,10.95,3564.39
46.43,0.59,10.97,3564.39
47.14,0.59,10.96,3564.39
47.86,0.59,11.02,3564.39
49.29,0.59,11.11,3564.39
50.00,0.59,11.12,3564.39
50.71,0.59,11.20,3564.39
52.14,0.59,11.19,3564.39
51.43,0.59,11.28,3564.39
52.14,0.59,11.33,3564.39
52.86,0.59,11.40,3564.39
53.57,0.59,11.43,3564.39
54.29,0.59,11.57,3564.39
54.29,0.59,11.55,3564.39
55.00,0.59,11.72,3564.39
55.00,0.59,11.74,3564.39
55.71,0.59,11.77,3564.39
55.71,0.59,11.90,3564.39
56.43,0.59,11.90,3564.39
55.71,0.59,11.99,3564.39
56.43,0.59,12.04,3564.39
56.43,0.59,12.05,3564.39
57.14,0.59,12.14,3564.39
56.43,0.59,12.18,3564.39
56.43,0.59,12.23,3564.39
56.43,0.59,12.26,3564.39
56.43,0.59,12.30,3564.39
56.43,0.59,12.31,3564.39
55.71,0.59,12.35,3564.39
56.43,0.59,12.36,3564.39
55.71,0.59,12.38,3564.39
55.71,0.59,12.40,3564.39
55.00,0.59,12.41,3564.39
55.00,0.59,12.42,3564.39
54.29,0.59,12.43,3564.39
54.29,0.59,12.43,3564.39
55.00,0.59,12.44,3564.39
54.29,0.59,12.44,3564.39
54.29,0.59,12.43,3564.39
53.57,0.59,12.44,3564.39
52.86,0.59,12.45,3564.39
52.86,0.59,12.44,3564.40
52.86,0.59,12.45,3564.39
52.86,0.59,12.45,3564.40
52.86,0.59,12.45,3564.40
51.43,0.59,12.45,3564.39
52.14,0.59,12.45,3564.39
52.14,0.59,12.45,3564.39
51.43,0.59,12.45,3564.39
50.71,0.59,12.45,3564.39
50.71,0.59,12.45,3564.39
50.71,0.59,12.45,3564.39
50.71,0.59,12.45,3564.39
50.00,0.59,11.73,3564.43
49.29,0.59,11.66,3564.47
50.00,0.59,11.88,3564.43
47.86,0.59,11.82,3564.61
45.00,0.59,11.42,3564.89
45.71,0.59,11.44,3564.29
45.00,0.59,11.88,3564.28
45.00,0.59,11.72,3564.68
44.29,0.59,11.87,3564.31
44.29,0.59,11.99,3564.27
42.14,0.59,11.68,3564.83
41.43,0.59,11.70,3564.43
41.43,0.59,11.62,3564.35
41.43,0.59,11.71,3564.70
38.57,0.59,11.57,3564.85
40.00,0.59,11.58,3564.16
40.00,0.59,11.52,3564.53
40.71,0.59,11.47,3564.56
41.43,0.59,11.41,3564.45
42.14,0.59,11.38,3564.45
42.86,0.59,11.39,3564.48
44.29,0.59,11.42,3564.45
43.57,0.59,11.45,3564.45
45.00,0.59,11.43,3564.45
45.71,0.59,11.38,3564.45
45.71,0.59,11.41,3564.45
47.14,0.59,11.41,3564.45
47.14,0.59,11.42,3564.45
48.57,0.59,11.44,3564.45
48.57,0.59,11.50,3564.45
49.29,0.59,11.52,3564.45
49.29,0.59,11.49,3564.45
50.71,0.59,11.56,3564.45
50.71,0.59,11.62,3564.45
51.43,0.59,11.61,3564.45
51.43,0.59,12.44,3564.45
51.43,0.59,12.45,3564.45
51.43,0.59,12.46,3564.45
51.43,0.59,12.47,3564.45
50.00,0.59,12.47,3564.45
50.71,0.59,12.48,3564.45
50.00,0.59,12.47,3564.45
49.29,0.59,12.48,3564.45
50.00,0.59,12.48,3564.45
49.29,0.59,12.48,3564.45
48.57,0.59,12.48,3564.45
48.57,0.59,12.48,3564.45
48.57,0.59,12.48,3564.45
47.86,0.59,12.49,3564.45
47.86,0.59,12.49,3564.45
47.14,0.59,12.48,3564.45
47.14,0.59,12.49,3564.45
45.71,0.59,12.49,3564.45
47.14,0.59,12.49,3564.45
45.71,0.59,12.49,3564.45
45.71,0.59,12.49,3564.45
46.43,0.59,12.49,3564.45
45.00,0.59,12.49,3564.46
45.00,0.59,12.49,3564.46
44.29,0.59,12.49,3564.45
44.29,0.59,12.49,3564.45
44.29,0.59,12.49,3564.46
43.57,0.59,12.49,3564.46
43.57,0.59,12.49,3564.45
43.57,0.59,12.50,3564.46
43.57,0.59,12.49,3564.45
42.86,0.59,12.50,3564.46
42.86,0.59,12.49,3564.46
42.14,0.59,12.49,3564.46
42.14,0.59,12.50,3564.46
42.14,0.59,12.50,3564.46
41.43,0.59,12.49,3564.46
41.43,0.59,12.50,3564.46
40.71,0.59,12.50,3564.46
40.71,0.59,12.50,3564.46
40.71,0.59,12.50,3564.46
40.00,0.59,12.49,3564.46
40.00,0.59,12.50,3564.46
40.00,0.59,12.50,3564.46
39.29,0.59,12.50,3564.46
40.00,0.59,12.50,3564.46
38.57,0.59,12.50,3564.46
38.57,0.59,12.51,3564.46
39.29,0.59,12.50,3564.46
38.57,0.59,12.51,3564.46
37.86,0.59,12.50,3564.46
37.86,0.59,12.50,3564.46
37.14,0.59,12.51,3564.46
37.14,0.59,12.51,3564.46
37.14,0.59,12.51,3564.46
36.43,0.59,12.51,3564.46
36.43,0.59,12.51,3564.46
36.43,0.59,12.51,3564.46
36.43,0.59,12.51,3564.46
35.71,0.59,12.51,3564.46
35.71,0.59,12.51,3564.46
35.71,0.59,12.51,3564.46
35.00,0.59,12.51,3564.46
35.00,0.59,12.51,3564.46
35.00,0.59,12.50,3564.46
34.29,0.59,12.51,3564.46
34.29,0.59,12.51,3564.46
34.29,0.59,12.51,3564.46
34.29,0.59,12.51,3564.46
33.57,0.59,12.50,3564.46
33.57,0.59,12.51,3564.46
33.57,0.59,12.50,3564.46
32.86,0.59,12.51,3564.46
32.86,0.59,12.51,3564.46
32.86,0.59,12.51,3564.46
32.14,0.59,12.51,3564.46
32.14,0.59,12.51,3564.46
32.14,0.59,12.51,3564.46
31.43,0.59,12.51,3564.46
31.43,0.59,12.52,3564.46
31.43,0.59,12.52,3564.46
31.43,0.59,12.52,3564.46
30.71,0.59,12.52,3564.47
30.71,0.59,12.52,3564.47
30.71,0.59,12.52,3564.47
30.00,0.59,12.52,3564.46
30.71,0.59,12.52,3564.47
29.29,0.59,12.52,3564.46
30.00,0.59,12.52,3564.46
29.29,0.59,12.51,3564.46
29.29,0.59,12.52,3564.46
28.57,0.59,12.52,3564.47
28.57,0.59,12.51,3564.47
28.57,0.59,12.52,3564.46
27.86,0.59,12.52,3564.46
28.57,0.59,12.52,3564.47
27.86,0.59,12.51,3564.46
27.86,0.59,12.52,3564.46
27.86,0.59,12.52,3564.46
27.86,0.59,12.52,3564.46
27.14,0.59,12.52,3564.46
26.43,0.59,12.52,3564.47
26.43,0.59,12.52,3564.46
26.43,0.59,12.52,3564.46
26.43,0.59,12.52,3564.46
25.71,0.59,12.52,3564.47
25.71,0.59,12.52,3564.47
25.71,0.59,12.52,3564.47
25.71,0.59,12.52,3564.47
25.71,0.59,12.52,3564.47
25.71,0.59,12.52,3564.47
24.29,0.59,12.52,3564.47
25.71,0.59,12.52,3564.47
24.29,0.59,12.52,3564.47
25.00,0.59,12.52,3564.47
24.29,0.59,12.52,3564.47
24.29,0.59,12.52,3564.47
23.57,0.59,12.53,3564.47
23.57,0.59,12.52,3564.47
23.57,0.59,12.52,3564.47
23.57,0.59,12.52,3564.47
22.86,0.59,12.52,3564.47
22.86,0.59,12.52,3564.47
22.14,0.59,12.52,3564.47
22.86,0.59,12.52,3564.47
22.14,0.59,12.52,3564.47
22.14,0.59,12.52,3564.47
21.43,0.59,12.53,3564.47
22.14,0.59,12.52,3564.47
21.43,0.59,12.52,3564.47
21.43,0.59,12.52,3564.47
20.71,0.59,12.53,3564.47
20.71,0.59,12.52,3564.48
21.43,0.59,12.52,3564.48
20.71,0.59,12.53,3564.47
20.71,0.59,12.52,3564.47
20.00,0.59,12.53,3564.47
20.00,0.59,12.52,3564.47
20.00,0.59,12.52,3564.47
19.29,0.59,12.52,3564.47
20.00,0.59,12.53,3564.47
19.29,0.59,12.52,3564.47
19.29,0.59,12.52,3564.47
18.57,0.59,12.52,3564.48
18.57,0.59,12.53,3564.48
18.57,0.59,12.52,3564.47
18.57,0.59,12.52,3564.47
18.57,0.59,12.52,3564.47
17.86,0.59,12.52,3564.47
17.86,0.59,12.53,3564.47
17.86,0.59,12.53,3564.47
17.86,0.59,12.52,3564.47
17.14,0.59,12.53,3564.47
17.86,0.60,12.53,3564.47
17.14,0.61,12.53,3564.47
16.43,0.61,12.53,3564.47
17.14,0.61,12.53,3564.47
16.43,0.61,12.53,3564.47
17.14,0.61,12.53,3564.47
16.43,0.61,12.52,3564.47
16.43,0.61,12.53,3564.47
16.43,0.61,12.52,3564.47
15.71,0.61,12.53,3564.47
15.71,0.61,12.53,3564.47
15.00,0.61,12.53,3564.47
15.71,0.61,12.53,3564.47
15.00,0.61,12.53,3564.47
15.71,0.61,12.53,3564.47
15.00,0.61,12.53,3564.48
14.29,0.61,12.53,3564.48
14.29,0.61,12.53,3564.48
15.00,0.60,12.53,3564.47
14.29,0.60,12.53,3564.47
14.29,0.60,12.53,3564.48
13.57,0.60,12.53,3564.48
14.29,0.60,12.53,3564.48
13.57,0.60,12.53,3564.48
14.29,0.60,12.53,3564.48
12.86,0.60,12.53,3564.48
13.57,0.60,12.53,3564.48
12.86,0.60,12.53,3564.48
13.57,0.60,12.53,3564.48
12.86,0.60,12.53,3564.48
12.86,0.60,12.52,3564.48
12.86,0.60,12.53,3564.48
12.86,0.60,12.53,3564.48
12.14,0.60,12.53,3564.48
12.86,0.60,12.53,3564.48
12.14,0.60,12.53,3564.48
12.14,0.60,12.53,3564.48
12.14,0.60,12.53,3564.48
11.43,0.60,12.54,3564.48
11.43,0.60,12.53,3564.48
11.43,0.60,12.53,3564.48
11.43,0.60,12.53,3564.48
11.43,0.60,12.53,3564.48
10.71,0.60,12.54,3564.48
10.71,0.60,12.53,3564.48
10.71,0.60,12.53,3564.48
10.71,0.60,12.53,3564.48
10.71,0.60,12.53,3564.48
10.71,0.60,12.53,3564.48
10.71,0.60,12.53,3564.48
10.00,0.60,12.53,3564.48
10.00,0.60,12.54,3564.48
10.00,0.60,12.54,3564.48
9.29,0.60,12.54,3564.48
10.00,0.60,12.53,3564.48
9.29,0.60,12.54,3564.48
9.29,0.60,12.53,3564.48
9.29,0.60,12.53,3564.48
9.29,0.60,12.53,3564.48
9.29,0.60,12.53,3564.48
8.57,0.60,12.53,3564.48
8.57,0.60,12.54,3564.48
9.29,0.60,12.53,3564.48
