TargetRPS,ActualRPS,HoodPosition,DistanceMM,Quality,Timestamp
37.45,37.14,0.800,2169.5,Good,1764456705326
38.19,38.57,0.800,2252.9,Good,1764456713308
36.68,37.14,0.800,2138.3,Good,1764456744840
36.93,37.86,0.800,2148.2,Good,1764456754426
38.37,38.57,0.800,2287.7,Good,1764456764467
