TargetRPS,ActualRPS,HoodPosition,DistanceMM,Quality,Timestamp
32.27,32.14,0.800,1681.3,Good,1764480777084
37.88,38.57,0.800,2191.2,Good,1764480794132
34.60,34.29,0.800,1991.3,Good,1764480797726
33.52,33.57,0.800,1868.3,Good,1764480813653
41.21,40.71,0.800,2472.9,Good,1764480824352
33.96,35.00,0.800,1904.0,Good,1764480840783
35.86,35.71,0.800,2105.2,Good,1764480864888
