TargetRPS,ActualRPS,HoodPosition,DistanceMM,Quality,Timestamp
47.20,47.86,0.800,3372.5,Bad - Overshot,1764376570230
46.79,47.14,0.800,3259.8,Good,1764376589922
46.60,47.86,0.800,3626.9,Bad - Overshot,1764376605068
46.50,46.43,0.800,3466.3,Good,1764376618011
46.60,47.86,0.800,3562.6,Good,1764376628921
33.00,33.57,0.800,1786.0,Bad - Overshot,1764376640838
46.60,47.14,0.800,3678.0,Good,1764376655378
46.60,47.14,0.800,3674.1,Good,1764376662147
46.60,47.14,0.800,3830.6,Good,1764376671981
